SMS,HAM-SPAM
"Sorry, I'll call later",Ham
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",Ham
Nope. Meanwhile she talk say make i greet you.,Ham
Want to finally have lunch today?,Ham
U wan 2 haf lunch i'm in da canteen now.,Ham
Kay... Since we are out already ,Ham
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",Ham
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,Ham
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,Ham
What Today-sunday..sunday is holiday..so no work..,Ham
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,Ham
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",Ham
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,Ham
Thanx but my birthday is over already.,Ham
Good Morning plz call me sir,Ham
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),Ham
When're you guys getting back? G said you were thinking about not staying for mcr,Ham
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",Ham
"It's ok, at least armand's still around",Ham
I did. One slice and one breadstick. Lol,Ham
Was actually about to send you a reminder today. Have a wonderful weekend,Ham
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",Ham
If you don't respond imma assume you're still asleep and imma start calling n shit,Ham
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,Ham
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",Ham
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,Ham
Yes. It's all innocent fun. O:-),Ham
Yun buying... But school got offer 2000 plus only...,Ham
IM LATE TELLMISS IM ON MY WAY,Ham
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,Ham
I wont touch you with out your permission.,Ham
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,Ham
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",Spam
"And how you will do that, princess? :)",Ham
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,Ham
Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,Ham
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,Spam
Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,Ham
Hmm ill have to think about it... ok you're forgiven! =D,Ham
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",Spam
Are you angry with me. What happen dear,Ham
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,Ham
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,Spam
Hi dear we saw dear. We both are happy. Where you my battery is low,Ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,Spam
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,Ham
"Thanks, I'll keep that in mind",Ham
I'm stuck in da middle of da row on da right hand side of da lt... ,Ham
I can't describe how lucky you are that I'm actually awake by noon,Ham
"Nah man, my car is meant to be crammed full of people",Ham
LOL ... No just was busy,Ham
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,Spam
Yup but not studying surfing lor. I'm in e lazy mode today.,Ham
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,Ham
R ü going 4 today's meeting?,Ham
Just curious because my cuz asked what I was up to,Ham
Thanks honey. Have a great day.,Ham
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",Ham
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,Ham
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,Spam
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",Ham
Dear where you. Call me,Ham
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",Ham
I'm done. C ü there.,Ham
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,Ham
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,Ham
I hope your pee burns tonite.,Ham
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",Ham
We can go 4 e normal pilates after our intro...  ,Ham
Company is very good.environment is terrific and food is really nice:),Ham
U still painting ur wall?,Ham
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,Ham
Having lunch:)you are not in online?why?,Ham
Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,Ham
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,Ham
"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",Ham
"Yo, you around? Just got my car back",Ham
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",Ham
Pls come quick cant bare this.,Ham
Where is it. Is there any opening for mca.,Ham
Am i that much bad to avoid like this?,Ham
"sorry, no, have got few things to do. may be in pub later.",Ham
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,Ham
Hi. I'm sorry i missed your call. Can you pls call back.,Ham
Have you got Xmas radio times. If not i will get it now,Ham
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",Ham
Our Prashanthettan's mother passed away last night. pray for her and family.,Ham
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,Ham
Hey happy birthday...,Ham
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,Ham
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,Ham
Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,Ham
"If e timing can, then i go w u lor...",Ham
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,Ham
Are you this much buzy,Ham
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,Spam
Ya even those cookies have jelly on them,Ham
"Latest News! Police station toilet stolen, cops have nothing to go on!",Spam
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",Ham
K:)eng rocking in ashes:),Ham
how are you? I miss you!,Ham
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",Spam
"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.""",Ham
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,Ham
"Sorry, I'll call later",Ham
She's fine. Sends her greetings,Ham
Dear where you will be when i reach there,Ham
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",Ham
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,Spam
I am late. I will be there at,Ham
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,Ham
Tell rob to mack his gf in the theater,Ham
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,Ham
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,Ham
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,Spam
You do your studies alone without anyones help. If you cant no need to study.,Ham
Yeah whatever lol,Ham
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,Ham
"K give me a sec, breaking a  &lt;#&gt;  at cstore",Ham
Ok. So april. Cant wait,Ham
Daddy will take good care of you :),Ham
Yes:)from last week itself i'm taking live call.,Ham
"Sir, i am waiting for your call, once free please call me.",Ham
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,Ham
Great! I shoot big loads so get ready!,Ham
I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,Ham
I re-met alex nichols from middle school and it turns out he's dealing!,Ham
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,Ham
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,Ham
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,Ham
I'm at work. Please call,Ham
Lol alright i was thinkin that too haha,Ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",Ham
Somebody should go to andros and steal ice,Ham
I can do that! I want to please you both inside and outside the bedroom...,Ham
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",Ham
"Sorry, I'll call later",Ham
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",Ham
