TWEET,EXISTENCE
RT @vcnaa: RT @ru2cool2care: New vid on Climate Change & Indigenous Peoples!! http://is.gd/7HOam by @dakotarene @redman0380 Robby Romero,Yes
"RT @MMFA: Ignoring previous  claims by experts, RedState attacks DHS for citing climate change as national ... http://bit.ly/aXIWtV ( #p2 )",Yes
"Solar Radiation Management: Dr. Strangelove?s Fix for Global Warming|Ever hear of Solar Radiation Management? No, .. http://oohja.com/x6mVY",Yes
"@yintercept Under Obama, probably not...unless it's used to tie up global warming deniers.",Yes
@adrian_bacon PS: now unions can promote climate change all the way up2 election day--how did SCOTUS hurt climate change?,Yes
"124 Toyota Prius' have had break failures leading to a $2 billion recall. Tried to slow global warming but couldn't stop, what a shame.",Yes
Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change http://bit.ly/9eW0iZ,Yes
#Africa2day Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change: Developed countries have set... http://tinyurl.com/ygynf5c,Yes
Africa: Continent Gets U.S.$29.72 Billion to Combat Climate Change: Developed countries have set asid... http://tinyurl.com/ygynf5c #Africa,Yes
I do love seeing ice chunks in the East River. It's like our little Earth is just fighting global warming tooth and nail.,Yes
Florida Agencies Issue Global Warming Red Alerts http://bit.ly/cwrgor,Yes
Penn State To Investigate Scientist Over Global Warming Controversy|Penn State University will investigate a .. http://oohja.com/x6myY,Yes
Predicting future climate change through sediments http://bit.ly/b27X1s #science #research,Yes
Predicting future climate change through sediments http://bit.ly/b27X1s #environment #eco,Yes
Predicting future climate change through sediments http://bit.ly/b27X1s #energy #green,Yes
"We take climate change seriously & as a business, we hold ourselves responsible for our impact. Learn how:  http://ow.ly/13Oho",Yes
How Climate-Change Fanatics Corrupted Science -- Michael Barone -- GOPUSA - http://shar.es/aNasC,No
RT @DIGGatomicpoet: Please Digg: Forests are growing faster driven by climate change http://bit.ly/c4NCxG,Yes
Climate Change seems to drive accelerated growth in trees says Smithsonian Environmental Research Center; a good thing? http://bit.ly/cCoBvM,Yes
"@adrian_bacon OMG, free speech!  Maybe if there was more of it, you would know climate change is a complete lie.",No
Canada's Wolverine Population Declines As Result Of Climate Change http://bit.ly/cmzQdj,Yes
"Canada's Wolverine Population Declines As Result Of Climate Change: The wolverine, a predator renowned for its str... http://bit.ly/aLvmF3",Yes
Fight against drugs and climate change top priority in EU-Peru agenda http://idek.net/10gj via @LivingInPeru,Yes
Climate change causes wolverine decline across Canada http://bit.ly/bsVEVW,Yes
"@dluxkoshertours re: where is the global warming? If anyone would have found it,  it would be you.  where havent you looked yet?",No
"RT @blogdiva: RT @NavyNews: Global warming on Navy radar. ""New"" normal for the Arctic is to be not completely frozen. New normal? http://bit.ly/9uFZaj",Yes
"RT @NavyNews: Global warming on Navy radar. ""New"" normal for the Arctic is to be not completely frozen. New normal? http://bit.ly/9uFZaj",Yes
is freezing outside.  Where in the world is Global Warming?,No
"Debunking the Deniers of Global Warming, page 1   http://bit.ly/a14V1W global warming swindle",Yes
U.N. Climate Chief Defends Panel's Global Warming Findings|Yvo de Boer acknowledged that some mistakes were made .. http://oohja.com/x6lto,Yes
Global Warming Petition Project:  http://bit.ly/9nrzkm,Yes
"CLIMATE CHANGE:   European Firms See Windfall in Renewable Energy: BERLIN, Feb 3 (IPS) - European governments fail... http://bit.ly/bnGFSn",Yes
Global warming research grant in danger of fund freeze|A top member of Congress wants President Obama to freeze .. http://oohja.com/x6lbe,Yes
RT @ericbolling Global Warming Update...cont....Major Winter Storm-&gt; http://www.accuweather.com/regional-news-story.asp?region=eastusnews,Yes
Global Warming Update...cont....Major Winter Storm-&gt; http://www.accuweather.com/regional-news-story.asp?region=eastusnews,Yes
"Global warming update: Maj storm will impact much of the US  "".DC, Bal, Phi, NY.These cities received 2 to 4 times their norm snowfall."" ...",Yes
"Global warming update: Major winter storm will impact much of the U.S. **note ""...D.C., Balt, Phil, NYC...These... http://bit.ly/b4LO7d",No
Lord Smith warns climate change argument has been undermined by 'climategate'|The fight to tackle climate change .. http://oohja.com/x6kU8,Yes
;P http://bit.ly/dAuSjA global warming solutions Innovation has climate change in hand,Yes
"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark: Only one month after the Copenhagen co... http://bit.ly/aUl3C2",Yes
"RT @NSF: ""Missing"" Heat May Affect Future Climate Change: Current observational tools cannot account for roughly half.. http://bit.ly/bGlz82",Yes
"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark: Only one month after the Copenhagen co... http://bit.ly/bD6LOA",Yes
"How to Shape a Global Approach to Climate Change: More Davos, Less Denmark http://bit.ly/aZdAoI",Yes
"Abbott's climate change policy: live chat with environment reporter Adam Morton: Logically, power generators are o... http://bit.ly/9qVMiR",Yes
"Obama Battles to Keep Global Warming, Biofuels Initiatives on Track|Amid doubts about climate change legislation, .. http://oohja.com/x6kgG",Yes
RT @mongabay: Climate Change and the Amazon Rainforest: http://bit.ly/cVzrVa,Yes
Go Green Toolshed ' Blog Archive ' Global Warming Is Crap! http://bit.ly/cWXiUt,No
Watching 'Joseph D'Aleo Full Interview on Global Warming Hoax' at Vodpod http://bit.ly/cW6QJ8,No
".@cracked This article doesn't actually get really scary until you read all the ""global warming is a myth!"" comments. http://bit.ly/9HufIZ",Yes
RT @EcoPreservation: Climate change causes wolverine decline across Canada http://bit.ly/WolverineDecline,Yes
NYTimes: California Sets Up Statewide Network to Monitor Global-Warming Gases http://s.nyt.com/u/eDY,Yes
"Global warming good for trees|WASHINGTON - GLOBAL warming is good news for trees, which are thriving in higher .. http://oohja.com/x6iZ9",No
"""Any"" = legitimate efforts by scientists to mislead and missrepresent their global warming findings. I haven't heard any implications yet.",Yes
@vballr4life7 too whiche lie or distortion of the truth are you referring? The congressional perks or global warming?,No
"GLOBAL WARMING IS A FAIRY TALE! http://tinyurl.com/krwusz Dick Chaney didn't drive an SUV 200,000 years ago, maybe?",No
"IPCC Chief Pachauri Speaks to Indian Univ About Climate Change Skeptics, Glaciergate & Treaties http://bit.ly/bwkGDU via @ecopolitologist",Yes
GLOBAL WARMING IS A FAIRY TALE! http://tinyurl.com/krwusz,No
"Put end to the stupid global warming crap, ask perverts to explain the time between ice ages? George and Dick driving SUV's i suppose!",No
@algore you are such a cocksucker. global warming is fake you should be put in prison. stop trying to push your lies on America.,No
Sen. Lindsey Graham: 'I care equally about immigration and climate change': I'll sit down with my c.. http://bit.ly/bCFage,Yes
Who's worried about sea levels rising from Global Warming? Al Gore buys $8.8 million ocean-view villa... http://su.pr/2de5Ru,No
"Climate change increases heat waves, floods: EPA: WASHINGTON (Reuters) - Deaths from heat waves, property da... http://tinyurl.com/2wry7p2",Yes
RT @peterrothberg Earth to Congress: The current climate change legislation threatens to do more harm than good. http://is.gd/buqqC,No
Resilience to climate change in western Kenya | Humanitarian News http://retwt.me/1N0Md (via @AidNews),Yes
"EU, China agree closer links on climate change | Humanitarian News http://retwt.me/1N0De (via @NewsOnGreen)",Yes
Have you stolen our global warming? RT @Janetski it's so damn hot for Holland: 78'F!!!,Yes
Veterans organization says climate change a security threat | SCNow http://retwt.me/1N0pM (via @politext),Yes
"Plan now for climate change, says researcher &gt; FOODweek Online &gt; Main Features Page http://retwt.me/1N0l7 (via @FOODweek)",Yes
Earth to Congress: The current climate change legislation threatens to do more harm than good. http://is.gd/buqqC #p2 #climatechange,No
Irony Deficient: WaPo 'On Faith' Frets About Climate Change | NewsBusters.org http://retwt.me/1N0cE (via @BestBlogPosts),Yes
Heather Taylor-Miesle: CLIMATE CHANGE CANNOT WAIT | Humanitarian News http://retwt.me/1N0bK (via @NewsOnGreen),Yes
These guys just make me sick @CO2HOG  Reid set to move on climate change bill -- before immigration... http://bit.ly/aoBxJI #tcot,No
Combating climate change: lessons from the world's indigenous peoples | Quix.. http://retwt.me/1N08t (via @quixotecenter),Yes
"RT @Doc_0: Charlie Crist, 2010: my independent candidacy is a result of mental illness caused by global warming.",Yes
"EPA says climate change is causing storms, heat waves http://bit.ly/c0HVjk",Yes
Climate Change Indicators in the United States http://retwt.me/1N01Z (via @OceanLeadership),Yes
Climate Change Science: Data Collection on Global Warming | Sustainablog http://retwt.me/1MZZ3 (via @sustainablog),Yes
Some cool mind maps about global warming http://bit.ly/cNrt7V #climate,Yes
Amsterdam- Business leaders convene to address global climate change | Humani.. http://retwt.me/1MZXI (via @HumanityNews),Yes
E.P.A. Makes Its Case on Climate Change: The E.P.A. releases a glossy report to help Americans make sense of clima... http://bit.ly/aQlc9o,Yes
"USA: Weekly Climate Change Policy Update - April 26, 2010  http://tinyurl.com/393qyyl",Yes
Semi-Believable Evidence that Climate Change Causes Earthquakes and Volcanoes - -.. http://retwt.me/1MZye (via @GOODfeed),Yes
"RT @2BlueStarMom, Global Warming & Profiteering in the Obama Administration http://digg.com/u1Uam8, #tcot, #right, #rightblogs, #teaparty",No
Climate change bill shouldn't fall victim to immigration reform http://retwt.me/1MZll (via @BUEnetwork),Yes
RT @vermontaigne How about #vageruption? http://www.redstate.com/vladimir/2010/04/27/huffpo-global-warming-causes-volcanoes/,Yes
"Lisa P Jackson, EPA, S Most Ignorant BLACK WOMAN besides Michelle Obama, seen in long time! Global Warming HAs Been DEBUNKED STUPID 'HO!",No
What Climate Change Means for the Wine Industry | Wired Science | Wired.com http://retwt.me/1MZ7U (via @scienceRSS),Yes
Green Party: Climate Change - Only Greens Have Answers http://bit.ly/bn7kyW #news #tv #business #media #politics,Yes
"Why climate change will make your allegeries worse, http://su.pr/16aLt5",Yes
Impacts of climate change and how native people are responding ' Coast Salish Gather.. http://retwt.me/1MYW7 (via @NWIFC),Yes
"RT @BizRoundtable BRT's Climate RESOLVE, SEE Change initiatives help biz develop tangible sustainability solutions http://bit.ly/9elZqB",Yes
"RT @BizRoundtable BRT's Climate RESOLVE, SEE Change initiatives help biz develop tangible sustainability solutions http://bit.ly/9elZqB",Yes
It's Climate Change Day today! ' Ask the Climate Question http://retwt.me/1MYNE (via @GreenAllianceUK),Yes
More Global Warming Profiteering by Obama Energy Official: http://bit.ly/doR1ye via @addthis,No
"Bolivia 'people's conference' calls for system change, not climate change | Grist http://retwt.me/1MYm1 (via @GroenWerkt)",Yes
"Tories 'could put climate change agreement at risk' - UK Politics, UK - The I.. http://retwt.me/1MYfv (via @IndyPolitics)",Yes
In new blow to climate change Russia's top weatherman: winter now drawing to a close in Siberia may turn out to be the coldest on record,Yes
Deep ocean current off Antarctica found - Climate Change- msnbc.com http://retwt.me/1MY7t (via @stevesilberman),Yes
The White House wants churches to advance its climate change agenda. - KOSMOSNET.. http://retwt.me/1MY6g (via @KOSMOSNET),Yes
Last chance for climate change legislation? | Humanitarian News http://retwt.me/1MY0z (via @HumanityNews),Yes
You and Us and Me - Developing nations: Climate change treaty in 2010 (AP) http://retwt.me/1MXZW (via @NewsOnGreen),Yes
"BBC lectures us incessantly on climate change. So why did their bosses make 68,0.. http://retwt.me/1MXRQ (via @KOSMOSNET)",No
Developing nations: Climate change treaty in 2010 (AP) | Humanitarian News http://retwt.me/1MXPf (via @NewsOnGreen),Yes
Climate Change Fraud - Cap-and-Trade Treason http://retwt.me/1MXLV (via @ccfeditor),No
The winds of climate-change http://goo.gl/fb/r0QcD #energy,Yes
FUCK CLIMATE CHANGE REULATORS! THERE IS NO SCIENCE TO VALIDATE THE RULES OR REGULATIONS! GET FUCKED & ENJOY!,No
